record_id,Ministry/Department of Justice,National Government,Provincial/State Government,New Task Force,Municipal Government,Other,Police,Ministry/Department of Foreign Affairs,Military,Ministry/Department of Health
R_2wzR85szvPynrNxDi,False,False,True,False,False,False,False,False,False,True
R_2wzR85szvPynrNxBw,False,False,True,False,False,False,False,False,False,True
R_2wzR85szvPynrNxCj,False,False,True,False,False,False,False,False,False,True
R_3IXA2mMRy1XMVK6Di,False,False,True,False,False,False,False,False,False,True
R_3IXA2mMRy1XMVK6Bw,False,False,True,False,False,False,False,False,False,True
R_3IXA2mMRy1XMVK6Cj,False,False,True,False,False,False,False,False,False,True
R_roMD4sQ4jbzmnSxBn,False,True,False,False,False,False,False,False,False,False
R_3iFkbtOdK515YzqNA,False,False,True,False,False,False,False,False,False,True
R_2Vrrg2f2onR8mYvNA,False,False,True,False,False,True,True,False,False,True
R_3Dq3ivhi2zQKDl9Do,False,False,True,False,False,True,True,False,False,True
R_3Dq3ivhi2zQKDl9Di,False,False,True,False,False,True,True,False,False,True
R_3Dq3ivhi2zQKDl9Dr,False,False,True,False,False,True,True,False,False,True
R_3Dq3ivhi2zQKDl9Bw,False,False,True,False,False,True,True,False,False,True
R_3Dq3ivhi2zQKDl9Co,False,False,True,False,False,True,True,False,False,True
R_3Dq3ivhi2zQKDl9Cj,False,False,True,False,False,True,True,False,False,True
R_3O2hcgomLUGwyvMCc,False,False,True,False,False,False,False,False,False,False
R_SDC5YspsHwKg1X3Dr,False,False,True,False,True,False,False,False,False,False
R_SDC5YspsHwKg1X3Bw,False,False,True,False,True,False,False,False,False,False
R_SDC5YspsHwKg1X3Co,False,False,True,False,True,False,False,False,False,False
R_3CCRfHY0ZOihYzADi,False,True,True,False,True,False,True,False,False,False
R_3CCRfHY0ZOihYzACo,False,True,True,False,True,False,True,False,False,False
R_e8V97WJjbsRCIVjAr,False,True,False,False,False,False,False,False,False,True
R_2tA4C6vKPDxAC5SCc,False,True,False,False,False,False,False,False,False,False
R_T00Oa4VepfRfJexCj,False,False,True,False,False,False,False,False,False,False
R_1jTV6nEJGtGkKodNA,False,True,False,False,False,False,True,False,False,True
R_1FajKpzqoW3bKtrNA,False,True,False,False,False,False,True,False,False,True
R_RgBVYeahUSddMiJBg,False,True,False,False,False,False,False,False,False,False
R_RgBVYeahUSddMiJDv,False,True,False,False,False,False,False,False,False,False
R_RgBVYeahUSddMiJDu,False,True,False,False,False,False,False,False,False,False
R_3MuOtIzKvOthCGeNA,False,True,False,False,False,False,False,False,False,True
R_86ecJcAQFepxkcNNA,False,False,False,False,True,True,False,False,False,False
R_2EbGS6ClfYxHYyUDq,False,False,True,False,False,False,False,False,False,False
R_2EbGS6ClfYxHYyUAy,False,False,True,False,False,False,False,False,False,False
R_3hbUBrmXrkc1SKTNA,False,False,True,False,False,True,False,False,False,False
R_2wGHdJiuxPQDHWjCf,False,True,False,False,False,False,False,False,False,True
R_2aXh31luyv2JVnmNA,False,False,True,False,False,True,False,False,False,False
R_3rJ840ysNqf9e5lAh,False,False,True,False,True,False,False,False,False,False
R_3rJ840ysNqf9e5lBw,False,False,True,False,True,False,False,False,False,False
R_3rJ840ysNqf9e5lAa,False,False,True,False,True,False,False,False,False,False
R_3rJ840ysNqf9e5lCj,False,False,True,False,True,False,False,False,False,False
R_2mZhyN943xjRUPfDi,False,False,True,False,True,False,False,False,False,False
R_2mZhyN943xjRUPfDr,False,False,True,False,True,False,False,False,False,False
R_2mZhyN943xjRUPfBw,False,False,True,False,True,False,False,False,False,False
R_2mZhyN943xjRUPfCo,False,False,True,False,True,False,False,False,False,False
R_2WJ4ts3dg9XGyYtDo,False,True,False,False,False,False,False,False,False,True
R_2WJ4ts3dg9XGyYtDi,False,True,False,False,False,False,False,False,False,True
R_2WJ4ts3dg9XGyYtDr,False,True,False,False,False,False,False,False,False,True
R_2WJ4ts3dg9XGyYtBw,False,True,False,False,False,False,False,False,False,True
R_2WJ4ts3dg9XGyYtCo,False,True,False,False,False,False,False,False,False,True
R_238ABFjAiO5sVJ7NA,False,True,False,False,False,False,False,False,True,False
R_25BDxSmLt4FCE7INA,False,True,False,False,False,False,False,False,False,True
R_bmCmdie1IyLSIlHCt,False,True,False,False,False,False,False,False,False,False
R_bmCmdie1IyLSIlHCu,False,True,False,False,False,False,False,False,False,False
R_bmCmdie1IyLSIlHDp,False,True,False,False,False,False,False,False,False,False
R_bmCmdie1IyLSIlHBf,False,True,False,False,False,False,False,False,False,False
R_31HojT53PPGwah6Eb,False,True,False,False,False,False,False,False,False,True
R_Tc0y2600w5kCIdHNA,False,True,False,False,False,False,False,False,False,False
R_9pr4PbQURcXXKO5Bs,False,True,False,False,False,True,False,False,False,True
R_9pr4PbQURcXXKO5Cp,False,True,False,False,False,True,False,False,False,True
R_9pr4PbQURcXXKO5Dw,False,True,False,False,False,True,False,False,False,True
R_9pr4PbQURcXXKO5Da,False,True,False,False,False,True,False,False,False,True
R_zZu0MFNhuCJdYMVAj,False,True,False,False,False,False,False,False,False,True
R_1NeLKiwPfuLSoCJNA,False,False,False,False,False,True,False,False,False,True
R_Qd2rZ4MzWJclWW5Aj,False,True,False,False,False,False,False,False,False,True
R_1dLHbHxISdfVShsBo,False,True,False,False,False,False,False,False,True,False
R_3njcPH8sHDudU2RBt,False,False,False,False,False,True,False,False,False,False
R_87E1XubE2db9JD3NA,False,True,False,False,False,False,False,False,True,False
R_4JFAN0TQCGXnoMVNA,False,False,False,False,True,False,True,False,False,False
R_2uZYvsJiOVEd4UeDi,False,True,True,False,True,False,True,False,False,True
R_2uZYvsJiOVEd4UeCj,False,True,True,False,True,False,True,False,False,True
R_2bZ6IKNWUdYj50DNA,False,True,False,False,False,False,True,False,True,False
R_sqc1psyEHeLESc1NA,False,True,False,False,False,False,True,False,True,False
R_2frFoqc8r6BK3o7NA,False,True,False,False,False,False,False,False,False,False
R_2afrKlhzZiVx8IcNA,False,True,False,False,False,False,False,False,False,False
R_3h9MHXrSYT2ASykNA,False,True,False,False,False,False,False,False,False,False
R_120hSArreQI35lDNA,False,False,False,False,True,False,False,False,False,False
R_3RqrOLWL0XDwOnjAn,False,True,False,False,False,False,False,False,False,False
R_3LcHyT9TuMewmWkNA,False,False,True,False,False,False,False,False,False,False
R_3nJkCE97hJa4Yh5NA,False,False,True,False,False,False,False,False,False,False
R_1mlO6jeGT5W5NgsNA,False,True,False,False,False,False,False,False,False,False
R_vl5b5QfHhKOS3ZLCb,False,False,True,False,True,False,False,False,False,False
R_3shSJoSBv6TDyafNA,False,True,False,False,False,False,True,False,False,True
R_1FwT7L5U8eoQkCENA,False,True,False,False,False,False,False,False,False,False
R_2e2WMetnvjqDAWpNA,False,False,False,False,False,True,False,False,False,False
R_wTQTx5byX5J6b6hBg,False,False,False,False,False,False,False,False,True,False
R_wTQTx5byX5J6b6hBy,False,False,False,False,False,False,False,False,True,False
R_wTQTx5byX5J6b6hCg,False,False,False,False,False,False,False,False,True,False
R_3Dndx4I7pPK12riEj,False,True,False,False,False,False,False,False,False,False
R_1LG4vHtxjitzoV7NA,False,True,False,False,False,False,True,False,False,True
R_2YXNjW8dfjsMmpZNA,False,True,False,False,False,False,False,False,False,True
R_2Su9mcPstGNyZHnCt,False,True,False,False,False,True,False,False,False,False
R_2Su9mcPstGNyZHnCu,False,True,False,False,False,True,False,False,False,False
R_2Su9mcPstGNyZHnDp,False,True,False,False,False,True,False,False,False,False
R_2Su9mcPstGNyZHnBf,False,True,False,False,False,True,False,False,False,False
R_1ImDnDrDO1r7qfnCt,False,True,False,False,False,True,False,False,False,False
R_1ImDnDrDO1r7qfnCu,False,True,False,False,False,True,False,False,False,False
R_1ImDnDrDO1r7qfnDp,False,True,False,False,False,True,False,False,False,False
R_1ImDnDrDO1r7qfnBf,False,True,False,False,False,True,False,False,False,False
R_SHj9hrtrdBhA2ulNA,False,True,False,False,False,False,False,False,False,False
R_2zN5nt0SvBWveJYDa,False,False,True,False,False,False,False,False,False,False
R_3fABxTfv17lxxvXNA,False,False,False,False,False,True,False,False,False,True
R_1C6X75RU42FDTpkNA,False,True,False,False,False,False,False,False,False,False
R_3dSaflu4jIisGiDDi,False,True,False,False,True,False,False,False,False,False
R_3dSaflu4jIisGiDDr,False,True,False,False,True,False,False,False,False,False
R_3dSaflu4jIisGiDCo,False,True,False,False,True,False,False,False,False,False
R_3dSaflu4jIisGiDCj,False,True,False,False,True,False,False,False,False,False
R_31RUaeaZx9fvnyABv,False,False,True,False,False,False,False,False,False,False
R_DipTFxZmlp4XL0JBd,False,False,True,False,False,False,False,False,False,False
R_PBAsxQGYc8azy5HDu,False,False,True,False,False,False,False,False,False,False
R_10ToxI1szMECM64Dr,False,False,True,False,False,False,False,False,False,True
R_10ToxI1szMECM64Ds,False,False,True,False,False,False,False,False,False,True
R_2tnHSaliZRzqafHNA,False,False,False,False,False,False,False,False,False,True
R_TdUzblo57AJZc2tNA,False,False,True,False,False,False,False,False,False,False
R_Uno3I2PcnQTb8RzNA,False,False,True,False,False,False,False,False,False,False
R_cZ3Br9CpAATaV1LAy,False,False,False,False,False,False,True,False,True,False
R_2arAG97nrfEKIOZCj,False,False,False,False,False,False,True,False,False,False
R_VR2amOhH5yDf6N3Do,False,False,False,False,False,False,True,False,False,False
R_VR2amOhH5yDf6N3Di,False,False,False,False,False,False,True,False,False,False
R_VR2amOhH5yDf6N3Dr,False,False,False,False,False,False,True,False,False,False
R_VR2amOhH5yDf6N3Bw,False,False,False,False,False,False,True,False,False,False
R_VR2amOhH5yDf6N3Co,False,False,False,False,False,False,True,False,False,False
R_2OZsYf8Jstz68j8NA,False,True,False,False,True,False,False,False,False,False
R_1LbO8TfnSD8m61XDq,False,False,True,False,False,False,False,False,False,False
R_3O32jVQHwz0d78gNA,False,False,True,False,False,False,True,False,False,False
R_BLXCd5mlcQKZOE1NA,False,False,True,False,False,False,False,False,False,False
R_pt3SEDBnPDRAItHNA,False,True,False,False,False,False,False,False,False,False
R_22FviTmHDGs5QTuCc,False,True,False,False,False,False,False,False,False,False
R_10DyqSbdHIhqzFEDq,False,False,True,False,False,False,False,False,False,False
R_10DyqSbdHIhqzFEDc,False,False,True,False,False,False,False,False,False,False
R_1l3Tg1sdoal3u6lNA,False,False,False,False,False,True,False,False,False,False
R_3qsahWb5CuI3ivhDv,False,False,False,False,False,True,False,False,False,True
R_31abAMzJXwWzqKlCj,False,False,False,False,False,True,False,False,False,False
R_2w6PU5V9jLcjswIDe,False,True,False,False,False,False,False,False,False,False
R_03du5PNjw950PRvDe,False,True,False,False,False,False,False,False,False,False
R_OEgwuqEk7mghDP3De,False,True,False,False,False,False,False,False,False,False
R_2w1s7m4uxjN8P8GDe,False,True,False,False,False,False,False,False,False,False
R_2zd6oMI9L8vYSWkDe,False,True,False,False,False,False,False,False,False,False
R_NVc6PylG5PNUkoxCu,False,True,False,False,False,False,False,False,False,False
R_NVc6PylG5PNUkoxDp,False,True,False,False,False,False,False,False,False,False
R_NVc6PylG5PNUkoxBf,False,True,False,False,False,False,False,False,False,False
R_x5tQ2V6dxmceI5XAv,False,True,False,False,False,True,False,False,False,False
R_1Nt6eNpQXS5jdJiDi,False,False,False,False,False,True,False,False,False,False
R_pGjTcxtRrY8QSkxCk,False,True,False,False,False,False,False,True,False,False
R_8ArAehpAo4GVks1NA,False,True,True,False,False,False,True,False,False,True
R_bduBGlxWKw85VzXNA,False,True,False,False,True,False,True,False,False,True
R_2VQERehsnX6GL0ZDo,False,True,False,False,True,False,True,False,False,True
R_2VQERehsnX6GL0ZDr,False,True,False,False,True,False,True,False,False,True
R_2VQERehsnX6GL0ZBw,False,True,False,False,True,False,True,False,False,True
R_277Hxeg5o59ODQ2Cj,False,True,False,False,False,False,True,False,False,True
R_NVmmLwxBiM1kBLbDq,False,True,False,False,False,False,True,False,False,True
R_31KvU7hJ1AXEIOGNA,False,True,False,False,False,False,False,False,True,False
R_1MLOeYekzNw3NLuNA,False,True,True,False,True,False,False,False,False,True
R_2EB6nLGmlxZZZXHNA,False,True,True,False,True,False,False,False,False,True
R_1NalWM4bW493yogBt,False,False,False,False,False,False,False,False,False,True
R_1ONXIy2KeM40ZhrNA,False,False,False,False,False,False,False,False,False,True
R_2q8g5G3NfSLL0IINA,False,True,True,False,True,False,False,False,False,True
R_9uBJjbAEc1X0YVzAn,False,False,True,False,True,False,True,False,False,False
R_XUuPzefD10q6exbNA,False,True,False,False,False,False,False,False,False,True
R_1qVrZIBMEDbdhCSNA,False,False,False,False,False,False,False,False,False,True
R_29c3kG9vB0qlRTMNA,False,True,False,False,False,False,False,False,False,False
R_01edRrOXgh0MrShNA,False,True,False,False,False,False,False,False,False,False
R_3ski0HlvIwgjpFTNA,False,True,False,False,False,False,False,False,False,True
R_308mqbndHyBGJKBNA,False,False,False,False,False,False,False,False,False,True
R_2vYqLT5nGXIzaNiDu,False,True,True,False,True,False,False,False,True,True
R_a8EhOfPVT2WYQ3DDq,False,True,False,False,False,False,False,False,False,True
R_a8EhOfPVT2WYQ3DDd,False,True,False,False,False,False,False,False,False,True
R_AuoLdOMSDRsnUXvNA,False,True,False,False,False,False,True,False,False,True
R_Uzq87NBS9lR9wlPNA,False,False,True,False,False,False,False,False,False,False
R_Dr8iE9Q2kLbVjtnNA,False,False,True,False,False,False,True,False,False,False
R_vC9arskleTrPFaFCs,False,False,True,False,True,False,False,False,False,False
R_3DhFLhR4F1vJ8SFBg,False,False,True,False,False,False,False,False,False,False
R_2q4qUSTf3DQlNFpAq,False,False,True,False,False,False,False,False,False,False
R_2uxR7mAbVtvmU5ICc,False,False,True,False,False,False,False,False,False,False
R_2soPtOa3wO410gpNA,False,True,False,False,False,False,False,False,False,False
R_2e3edTg4H4jXbumNA,False,True,False,False,False,False,False,False,False,True
R_271fPLazL9PCVkpBw,False,False,True,False,False,False,False,False,False,False
R_271fPLazL9PCVkpCj,False,False,True,False,False,False,False,False,False,False
R_3Poe2GGTTMj7saQDq,False,False,True,False,False,False,False,False,False,False
R_ssSFo20juL2HSYFNA,False,False,False,False,False,True,False,False,False,True
R_RDklFEqoImlUX73NA,False,False,False,False,False,False,False,False,False,True
R_3dLIE3kxNgG3oZINA,False,False,True,False,False,False,False,False,False,True
R_sgOBOfuuvNJbHDXNA,False,True,False,False,False,True,False,False,False,False
R_1Cj6Dp6g9zQ7jcYNA,False,True,False,False,False,False,False,False,False,True
R_1K2aTI9pHKCHqjoNA,False,True,False,False,False,False,False,False,False,True
R_1GB9IsaDeB9ZjQCAg,False,True,False,False,False,True,False,False,False,False
R_33r1QdQg6YEFCDLNA,False,True,False,False,False,True,True,False,False,False
R_3puwpNUJJm5ce0MCj,False,True,False,False,False,True,False,False,False,True
R_3CBmoG3TswGolpiDi,False,True,False,False,False,True,False,False,False,True
R_3nvMhhlYK8K2pNNEb,False,False,True,False,False,False,False,False,False,False
R_3nvMhhlYK8K2pNNEa,False,False,True,False,False,False,False,False,False,False
R_2rqr1ideQPPMG5GNA,False,False,True,False,False,False,False,False,False,False
R_1py8ETL5fflb74uNA,False,False,True,False,False,False,False,False,False,False
R_2qr6kBnyGLGPTrNCo,False,False,True,False,False,False,False,False,False,False
R_3FX5DvCwXXxJHsLCc,False,False,True,False,False,False,False,False,False,False
R_1ImTi2YIpb0N5ecNA,False,False,True,False,False,False,False,False,False,False
R_8ccMHhqDrdg3laFNA,False,True,False,False,False,False,False,False,False,False
R_1pLviur7TVup1irDo,False,False,True,False,False,False,False,False,False,False
R_1pLviur7TVup1irDr,False,False,True,False,False,False,False,False,False,False
R_1pLviur7TVup1irBw,False,False,True,False,False,False,False,False,False,False
R_1pLviur7TVup1irCo,False,False,True,False,False,False,False,False,False,False
R_1pLviur7TVup1irCj,False,False,True,False,False,False,False,False,False,False
R_5yI90uoRJEpJZYdCf,False,False,True,False,False,False,False,False,False,False
R_eEU2jd9IpFcG4V3Bg,False,False,True,False,False,False,False,False,False,False
R_2VsgbUsnIGBFYcvNA,False,False,True,False,False,False,True,False,True,False
R_1ONz8WVGOIQRiqZNA,False,False,True,False,False,False,False,False,False,True
R_2ruP9X7yuu86JyTNA,False,True,True,False,False,False,False,False,False,False
R_3M3bNBGk4rq0ef4Do,False,False,True,False,False,False,False,False,False,False
R_3M3bNBGk4rq0ef4Di,False,False,True,False,False,False,False,False,False,False
R_3M3bNBGk4rq0ef4Dr,False,False,True,False,False,False,False,False,False,False
R_3M3bNBGk4rq0ef4Bw,False,False,True,False,False,False,False,False,False,False
R_3M3bNBGk4rq0ef4Co,False,False,True,False,False,False,False,False,False,False
R_3M3bNBGk4rq0ef4Cj,False,False,True,False,False,False,False,False,False,False
R_2YFy7WZTBtDln77Bg,False,False,True,False,False,False,False,False,False,False
R_2dGsWhAFyXaoNI1NA,False,True,True,False,False,False,False,False,False,False
R_2rdae5sUILGaJX3Bg,False,True,True,False,False,False,False,False,True,False
R_1iqGaOhBWKaKb8mNA,False,False,False,False,True,False,False,False,False,False
R_3mdBIDrWsJEkhVUEj,False,True,False,False,False,False,False,False,False,False
R_1Nh2cpFEmlFrvYfBg,False,False,True,False,True,False,False,False,False,False
R_1Cd37RkK0Wc6n13NA,False,True,False,False,False,False,False,False,False,False
R_3EzZ8PkZj9OXfVoNA,False,True,False,False,False,False,False,False,False,False
R_2QJtpGM3IMZx8YuNA,False,True,False,False,False,False,False,False,False,False
R_2dFPSpzMbsYbXjqNA,False,True,False,False,False,False,False,False,False,False
R_1YbqDwp7Dkdop57NA,False,True,False,False,False,False,False,False,False,False
R_2bnvu2qYCMYsvU5NA,False,True,False,False,False,False,False,False,False,False
R_27HwfkxcnrYYA8sDq,False,True,True,False,True,False,True,False,False,False
R_3k19hVrHgKFKacCNA,False,False,True,False,False,False,False,False,False,False
R_1gTvEqie5YWQaWGDz,False,True,False,False,False,True,False,False,False,False
R_3QGnosaQKrKc7S4Ci,False,True,False,False,False,False,False,False,False,False
R_1n6YfOu98YwQfsCDi,False,False,True,False,False,False,False,False,False,False
R_1n6YfOu98YwQfsCDr,False,False,True,False,False,False,False,False,False,False
R_1n6YfOu98YwQfsCBw,False,False,True,False,False,False,False,False,False,False
R_wXof9E4OXd8ha93Di,False,False,True,False,False,False,True,False,False,True
R_wXof9E4OXd8ha93Ah,False,False,True,False,False,False,True,False,False,True
R_wXof9E4OXd8ha93Cj,False,False,True,False,False,False,True,False,False,True
R_1PShbfJBgUKPYfMDi,False,False,True,False,False,False,False,False,False,False
R_1PShbfJBgUKPYfMBw,False,False,True,False,False,False,False,False,False,False
R_1PShbfJBgUKPYfMCj,False,False,True,False,False,False,False,False,False,False
R_2sZ3nJe2jlFMCe3Cy,False,False,False,False,False,True,False,False,False,False
R_2YKFsqQh3D1aYe5Ci,False,True,False,False,False,False,False,False,False,False
R_2CV9nW8P6kqRfJOCe,False,False,True,False,False,False,False,False,False,True
R_3fZhoZ3RrGfa4maNA,False,False,True,False,False,False,True,False,False,True
R_1db1d4cwdmLDX3vDi,False,False,True,False,False,False,True,False,False,True
R_1db1d4cwdmLDX3vAh,False,False,True,False,False,False,True,False,False,True
R_1db1d4cwdmLDX3vCj,False,False,True,False,False,False,True,False,False,True
R_3PZBJEqbSNU3suGDi,False,True,False,False,False,False,False,False,False,False
R_3PZBJEqbSNU3suGBw,False,True,False,False,False,False,False,False,False,False
R_3PZBJEqbSNU3suGCj,False,True,False,False,False,False,False,False,False,False
R_2ckJb5olhMWuHIsAz,False,False,True,False,False,True,False,False,False,False
R_22ltYSiclBPYfTcDr,False,True,False,False,False,False,False,False,False,False
R_1FbKLbFYu8Oa7toNA,False,True,False,False,False,False,False,False,False,False
R_3dXSdrJcDcES3J3NA,False,True,False,False,False,False,False,False,False,False
R_2yl6XGUDHsW0X9bNA,False,False,False,False,True,False,False,False,False,False
R_2E5HpPdWN1fINlREj,False,True,False,False,False,True,False,False,False,False
R_2tqTXXA6WWcu8zCBm,False,True,False,False,False,True,False,False,False,False
R_2D8KFiQrpA7b4TGDq,False,True,False,False,False,False,False,False,False,True
R_3lxHOXaZnlJAV2INA,False,False,False,False,False,True,False,False,False,False
R_1OqxCzEXNEXTzQlBm,False,True,False,False,False,True,False,False,False,False
R_Pvak6SoQtkB3uZXNA,False,True,False,False,False,False,False,False,False,True
R_10JKMqFAKcesVssBm,False,True,False,False,False,True,False,False,False,False
R_2triyoYWDz0rNUtBm,False,True,False,False,False,True,False,False,False,True
R_2triyoYWDz0rNUtCk,False,True,False,False,False,True,False,False,False,True
R_1N3XQtoharNt0L5NA,False,True,False,False,False,False,True,False,True,False
R_2WMuBdYA4LN3tt8Ay,False,True,False,False,False,False,False,False,False,False
R_UmZ102r2GkbPrwJAy,False,True,False,False,False,False,False,False,False,False
R_sZPAFTxRMHLAmd3Cc,False,True,False,False,False,False,False,False,False,True
R_secwDinXt1DIbaFNA,False,False,True,False,False,False,False,False,False,False
R_33a9lyLIVrhD7HaNA,False,False,True,False,False,False,False,False,False,False
R_26eSmpiF3GEhqwUNA,False,True,False,False,False,False,False,False,False,False
R_3NvXfSOTXNNe91xCc,False,True,False,False,False,False,False,False,False,False
R_3n2SPBquLDAximkCc,False,True,False,False,False,False,False,False,False,False
R_2TMgAKpT3vZTQ9kCt,False,False,True,False,False,False,False,False,False,False
R_2TMgAKpT3vZTQ9kCu,False,False,True,False,False,False,False,False,False,False
R_2TMgAKpT3vZTQ9kDp,False,False,True,False,False,False,False,False,False,False
R_2TMgAKpT3vZTQ9kBf,False,False,True,False,False,False,False,False,False,False
R_1jjl4Xi9Ng0B4VABf,False,False,True,False,False,False,False,False,False,False
R_1IWuwbd0sKhEh64Dq,False,False,True,False,False,False,False,False,False,False
R_2c2dP0wBzRaoBpSAq,False,False,True,False,False,False,False,False,False,True
R_2YKQ69lzgyJPupECe,False,False,True,False,False,False,False,False,False,False
R_3KpvDPe3T2eFnvMAc,False,False,True,False,False,False,False,False,False,False
R_2CdGEFvexJcvq7kNA,False,False,True,False,False,False,False,False,False,False
R_Q0QpkskepeoJRoRAq,False,False,True,False,False,False,False,False,False,True
R_1LBXJQLCA9K9inzDs,False,False,True,False,False,False,False,False,False,False
R_2axDopzIYtucT1wNA,False,False,True,False,False,False,False,False,False,False
R_2fwidplOKwtRHStNA,False,False,True,False,False,False,False,False,False,True
R_2EmcABIL7kDa2ckNA,False,False,True,False,False,False,False,False,False,False
R_2TzaFyXPItl3oQrDv,False,False,True,False,False,False,False,False,False,True
R_2TzaFyXPItl3oQrDu,False,False,True,False,False,False,False,False,False,True
R_2TzaFyXPItl3oQrDa,False,False,True,False,False,False,False,False,False,True
R_1dy0SevBZYm8poHAc,False,False,True,False,False,False,False,False,False,False
R_1dy0SevBZYm8poHAb,False,False,True,False,False,False,False,False,False,False
R_1putKvtlrQzDEEHBw,False,False,True,False,False,False,False,False,False,False
R_2bTu9WM0APuB329Bm,False,False,True,False,False,False,False,False,False,False
R_1g1qAk2iQCZXnAJNA,False,True,False,False,False,False,False,False,False,False
R_1LwCG9a3uWwVwdlDz,False,True,False,False,False,True,False,False,False,False
R_2P6IyzS1N4K4y9KNA,False,True,False,False,False,False,False,False,False,False
R_1FA4xTKwi7q3yrCNA,False,False,True,False,True,False,True,False,False,False
R_3eeoDK5pAecser7Ct,False,False,True,False,False,False,False,False,False,False
R_3eeoDK5pAecser7Cu,False,False,True,False,False,False,False,False,False,False
R_3eeoDK5pAecser7Dp,False,False,True,False,False,False,False,False,False,False
R_XZXJMT2WdiIontfDi,False,False,True,False,False,False,False,False,False,False
R_XZXJMT2WdiIontfBw,False,False,True,False,False,False,False,False,False,False
R_eOME1W1YRGCXFlLDi,False,False,True,False,False,False,False,False,False,False
R_eOME1W1YRGCXFlLDr,False,False,True,False,False,False,False,False,False,False
R_eOME1W1YRGCXFlLBw,False,False,True,False,False,False,False,False,False,False
R_eOME1W1YRGCXFlLCo,False,False,True,False,False,False,False,False,False,False
R_2vY5g32pzrovlH0Ea,False,False,True,False,True,False,False,False,False,False
R_2vY5g32pzrovlH0Ce,False,False,True,False,True,False,False,False,False,False
R_3JkCPh98ynifXB5Da,False,True,False,False,False,False,False,False,False,False
R_3JkCPh98ynifXB5Bc,False,True,False,False,False,False,False,False,False,False
R_3JkCPh98ynifXB5Ea,False,True,False,False,False,False,False,False,False,False
R_1pSXtrV0D4N2K2TNA,False,False,True,False,False,False,False,False,False,False
R_2ROIopa6u4yPRcBNA,False,False,True,False,False,False,False,False,False,False
R_2VaW4K1V8HzjomCNA,False,False,True,False,False,False,False,False,False,False
R_3qkyLK8BTB8G2ZdNA,False,True,False,False,False,False,False,False,False,False
R_3zaurVyJvM4dL6FDo,False,False,True,False,True,False,True,False,False,False
R_3zaurVyJvM4dL6FDi,False,False,True,False,True,False,True,False,False,False
R_3zaurVyJvM4dL6FBw,False,False,True,False,True,False,True,False,False,False
R_3zaurVyJvM4dL6FCo,False,False,True,False,True,False,True,False,False,False
R_2V9npBMAdBfnq0VDi,False,False,True,False,True,False,True,False,False,False
R_2V9npBMAdBfnq0VBw,False,False,True,False,True,False,True,False,False,False
R_2V9npBMAdBfnq0VCo,False,False,True,False,True,False,True,False,False,False
R_1JCrKMheAB8D9ZpCt,False,False,True,False,False,False,False,False,False,False
R_3enb3lGQA5iCCtENA,False,False,True,False,False,False,True,False,False,False
R_24xnKpoLY9n1r0ZNA,False,True,False,False,False,False,False,False,False,False
R_2uEtjWNfNm14C0aNA,False,True,False,False,False,False,False,False,False,False
R_3etAaeODgaejcgHNA,False,False,True,False,False,False,False,False,False,False
R_3HoDpeMkXGXbWMpNA,False,True,False,False,False,False,False,False,False,False
R_3xuFs5TVpZVYhGNNA,False,False,True,False,False,False,False,False,False,False
R_1yT8xDtZZszFUqtDq,False,False,True,False,True,False,False,False,False,True
R_1yT8xDtZZszFUqtDd,False,False,True,False,True,False,False,False,False,True
R_1QcGtpiXUyZ4SCPDp,False,False,True,False,False,False,False,False,False,False
R_24hE2e43haxszQWNA,False,True,False,False,False,False,False,False,True,False
R_3G0wuX92ZCyuJBfNA,False,True,False,False,False,False,False,False,False,False
R_3kzioJFg9P3t7pnNA,False,False,False,False,False,False,False,False,False,True
R_2U2Zl5MRns89f4sCl,False,False,False,False,False,True,False,False,False,False
R_2Ppc0xBp7mgyPPBNA,False,False,False,False,False,True,False,False,False,False
R_1rfhBsOmGGxiaI2Cq,False,False,False,False,False,False,False,False,False,True
R_vUHikn3i3cKzXuVDs,False,False,False,False,False,False,False,False,False,True
R_3mdvWaKhCBcnmjDAi,False,True,False,False,False,False,False,False,False,True
R_3mdvWaKhCBcnmjDCk,False,True,False,False,False,False,False,False,False,True
R_1C28SYS1hlkfbIgNA,False,False,False,False,False,True,False,False,False,False
R_3m7y6ObMXYe1SQaNA,False,True,False,False,False,False,False,False,False,False
R_2teOsACDYShQ9PCBa,False,False,True,False,False,False,False,False,False,False
R_por6hl1hw01s66RDo,False,True,False,False,False,False,False,False,False,False
R_por6hl1hw01s66RDi,False,True,False,False,False,False,False,False,False,False
R_por6hl1hw01s66RDr,False,True,False,False,False,False,False,False,False,False
R_por6hl1hw01s66RBw,False,True,False,False,False,False,False,False,False,False
R_por6hl1hw01s66RCo,False,True,False,False,False,False,False,False,False,False
R_por6hl1hw01s66RCj,False,True,False,False,False,False,False,False,False,False
R_2v8F4qjKWLL53qsDq,False,True,False,False,False,False,True,False,False,False
R_3RwLmldillEske1NA,False,False,False,False,False,False,False,False,False,True
R_bpSl7za4JtjdLX3NA,False,False,False,False,False,False,False,False,False,True
R_ZyMVx53U1lF4rJfNA,False,True,False,False,False,False,False,False,False,False
R_22P1hvgoifXg64tBg,False,True,False,False,False,False,False,False,False,True
R_22P1hvgoifXg64tDv,False,True,False,False,False,False,False,False,False,True
R_1MPPX9JBieEejYrCt,False,True,False,False,False,False,False,False,False,True
